month,workspace_id,service,cost_usd
2026-06,ws-0040,ai_tokens,8.58
2024-07,ws-0079,egress,6.38
2025-06,ws-0123,egress,76.33
2025-05,ws-0061,compute,66.14
2025-01,ws-0016,egress,5.85
2026-05,ws-0092,egress,11.38
2025-03,ws-0075,storage,19.71
2025-06,ws-0130,storage,138.15
2025-11,ws-0008,egress,8.56
2025-02,ws-0057,storage,22.52
2024-06,ws-0126,egress,187.30
2026-02,ws-0061,ai_tokens,16.70
2025-05,ws-0129,storage,117.54
2025-01,ws-0051,compute,188.19
2025-07,ws-0123,compute,353.76
2024-05,ws-0072,storage,59.37
2024-09,ws-0080,ai_tokens,0.57
2026-03,ws-0051,egress,38.79
2024-12,ws-0094,egress,5.71
2024-06,ws-0005,egress,1.83
2025-09,ws-0072,compute,179.38
2024-01,ws-0026,compute,16.39
2026-06,ws-0010,compute,13.20
2025-01,ws-0094,storage,10.52
2025-09,ws-0034,egress,118.93
2026-04,ws-0105,egress,14.02
2024-09,ws-0054,compute,10.31
2025-03,ws-0015,egress,52.71
2026-03,ws-0102,storage,297.86
2024-08,ws-0040,egress,5.48
2025-05,ws-0047,compute,13.36
2025-08,ws-0016,ai_tokens,7.07
2025-02,ws-0035,ai_tokens,3.62
2025-09,ws-0125,ai_tokens,52.28
2024-10,ws-0129,compute,245.88
2025-06,ws-0112,egress,188.22
2025-12,ws-0038,compute,179.69
2025-03,ws-0079,ai_tokens,2.90
2026-02,ws-0036,storage,9.71
2026-02,ws-0057,ai_tokens,24.00
2025-12,ws-0007,compute,1021.34
2024-08,ws-0032,egress,3.85
2024-10,ws-0122,storage,564.11
2026-01,ws-0111,ai_tokens,48.55
2025-10,ws-0067,storage,20.02
2025-08,ws-0016,storage,12.65
2025-05,ws-0069,ai_tokens,21.87
2026-04,ws-0133,compute,906.99
2026-04,ws-0093,egress,10.41
2025-03,ws-0129,compute,253.68
2024-09,ws-0084,egress,9.11
2024-10,ws-0124,compute,803.54
2024-12,ws-0041,compute,125.16
2024-06,ws-0045,storage,44.98
2024-04,ws-0074,egress,26.00
2024-11,ws-0084,ai_tokens,2.89
2024-10,ws-0031,storage,51.13
2025-10,ws-0121,ai_tokens,298.18
2025-05,ws-0134,ai_tokens,72.48
2025-03,ws-0080,storage,3.16
2024-01,ws-0094,storage,9.38
2024-02,ws-0117,egress,22.32
2024-12,ws-0124,egress,208.35
2026-05,ws-0028,ai_tokens,45.03
2025-02,ws-0134,ai_tokens,45.65
2025-04,ws-0005,compute,9.30
2025-04,ws-0077,compute,800.79
2026-02,ws-0073,ai_tokens,11.40
2024-06,ws-0045,egress,30.36
2025-03,ws-0072,compute,190.92
2026-04,ws-0123,ai_tokens,104.94
2026-03,ws-0087,ai_tokens,192.96
2026-04,ws-0121,ai_tokens,383.78
2025-01,ws-0094,egress,5.73
2024-07,ws-0013,storage,8.42
2026-04,ws-0110,storage,17.37
2026-02,ws-0054,storage,4.96
2024-07,ws-0028,compute,109.49
2025-08,ws-0120,compute,106.48
2026-03,ws-0126,ai_tokens,404.63
2025-08,ws-0080,ai_tokens,1.75
2025-05,ws-0096,storage,56.85
2024-03,ws-0133,storage,332.17
2026-06,ws-0126,egress,223.82
2025-07,ws-0030,compute,40.83
2026-06,ws-0098,egress,10.47
2026-03,ws-0117,compute,148.67
2026-04,ws-0037,compute,184.17
2025-04,ws-0082,egress,2.31
2026-05,ws-0098,egress,9.05
2024-05,ws-0017,compute,458.49
2026-01,ws-0121,storage,581.05
2026-02,ws-0019,compute,306.23
2026-03,ws-0127,ai_tokens,223.20
2026-03,ws-0101,storage,42.93
2026-01,ws-0051,ai_tokens,74.28
2025-12,ws-0007,egress,232.58
2026-04,ws-0028,storage,46.26
2024-12,ws-0045,ai_tokens,12.61
2025-01,ws-0070,egress,18.45
2025-02,ws-0017,egress,106.90
2026-02,ws-0128,egress,368.77
2024-04,ws-0047,compute,11.50
2026-02,ws-0066,ai_tokens,18.14
2025-03,ws-0086,storage,12.61
2025-09,ws-0062,compute,165.55
2025-04,ws-0117,compute,116.36
2024-06,ws-0131,ai_tokens,32.55
2025-01,ws-0053,compute,9.64
2025-02,ws-0130,storage,124.85
2025-04,ws-0035,storage,18.34
2025-09,ws-0062,egress,46.50
2026-04,ws-0090,ai_tokens,74.12
2024-04,ws-0045,egress,25.93
2026-04,ws-0013,egress,5.18
2024-12,ws-0125,storage,115.06
2025-09,ws-0017,compute,479.51
2025-06,ws-0075,egress,11.18
2025-03,ws-0054,egress,2.07
2024-10,ws-0107,ai_tokens,3.76
2026-05,ws-0075,compute,44.48
2026-02,ws-0030,egress,8.86
2025-09,ws-0029,ai_tokens,5.39
2025-09,ws-0055,egress,40.02
2026-01,ws-0065,egress,36.58
2024-02,ws-0117,storage,38.67
2026-01,ws-0124,storage,494.75
2025-06,ws-0080,compute,10.34
2024-04,ws-0026,storage,5.16
2026-06,ws-0123,storage,164.94
2024-12,ws-0018,egress,32.17
2025-09,ws-0007,egress,248.57
2026-05,ws-0013,egress,4.94
2024-06,ws-0008,compute,41.99
2025-07,ws-0099,ai_tokens,99.80
2026-03,ws-0100,compute,33.42
2025-10,ws-0101,compute,105.31
2024-09,ws-0040,egress,5.63
2025-12,ws-0125,egress,80.45
2024-11,ws-0102,egress,144.60
2024-02,ws-0001,storage,200.24
2025-12,ws-0073,ai_tokens,10.16
2024-04,ws-0048,compute,10.14
2026-06,ws-0053,egress,2.12
2025-10,ws-0043,ai_tokens,81.26
2024-04,ws-0001,compute,598.76
2026-02,ws-0112,ai_tokens,321.66
2025-08,ws-0018,ai_tokens,23.19
2024-02,ws-0120,storage,35.16
2026-05,ws-0033,egress,54.09
2026-02,ws-0135,egress,127.02
2026-02,ws-0075,storage,18.05
2025-10,ws-0061,ai_tokens,13.23
2024-08,ws-0130,compute,363.22
2025-11,ws-0045,compute,120.37
2025-06,ws-0081,egress,2.40
2024-02,ws-0057,egress,11.07
2025-11,ws-0130,ai_tokens,93.95
2025-05,ws-0101,ai_tokens,11.92
2026-03,ws-0106,egress,16.75
2026-05,ws-0002,storage,551.52
2024-12,ws-0132,compute,342.84
2024-06,ws-0085,compute,43.01
2026-01,ws-0052,egress,4.40
2025-08,ws-0002,egress,286.85
2026-01,ws-0107,compute,39.97
2024-08,ws-0055,storage,41.98
2025-03,ws-0128,storage,444.89
2025-11,ws-0073,egress,7.89
2026-04,ws-0105,ai_tokens,23.08
2025-11,ws-0044,ai_tokens,58.85
2025-11,ws-0075,compute,49.60
2026-05,ws-0030,ai_tokens,16.14
2024-06,ws-0001,egress,120.45
2026-02,ws-0122,egress,254.90
2026-02,ws-0060,storage,16.17
2024-05,ws-0135,storage,192.57
2025-08,ws-0039,egress,19.39
2026-04,ws-0045,compute,137.92
2025-09,ws-0027,egress,4.38
2024-04,ws-0099,storage,271.15
2024-11,ws-0043,egress,120.11
2026-06,ws-0034,compute,453.05
2024-04,ws-0135,compute,655.92
2025-07,ws-0077,ai_tokens,103.54
2026-05,ws-0103,storage,10.63
2026-01,ws-0041,egress,24.63
2024-02,ws-0067,storage,14.68
2025-01,ws-0128,egress,251.77
2025-02,ws-0066,egress,8.34
2024-12,ws-0133,compute,1052.13
2026-06,ws-0110,compute,34.35
2025-07,ws-0028,storage,41.76
2024-01,ws-0001,storage,-33.47
2024-06,ws-0090,compute,142.19
2025-07,ws-0132,ai_tokens,49.60
2025-05,ws-0107,ai_tokens,6.42
2024-11,ws-0041,egress,25.16
2026-04,ws-0032,ai_tokens,3.66
2025-06,ws-0105,ai_tokens,13.78
2025-04,ws-0059,storage,70.97
2025-09,ws-0005,compute,8.60
2025-08,ws-0058,compute,60.72
2026-05,ws-0040,ai_tokens,12.85
2024-11,ws-0086,egress,7.46
2024-07,ws-0031,egress,38.51
2026-04,ws-0074,storage,51.41
2024-10,ws-0072,storage,79.30
2025-04,ws-0133,egress,170.40
2024-09,ws-0079,compute,26.83
2025-08,ws-0086,egress,10.06
2025-03,ws-0104,storage,93.72
2024-09,ws-0123,egress,64.38
2025-02,ws-0112,storage,315.66
2025-01,ws-0130,ai_tokens,45.51
2025-01,ws-0038,storage,69.88
2025-04,ws-0123,compute,328.17
2026-05,ws-0038,compute,150.57
2025-01,ws-0072,storage,69.93
2025-12,ws-0034,storage,215.44
2024-04,ws-0044,compute,251.41
2025-11,ws-0016,ai_tokens,8.24
2026-05,ws-0051,ai_tokens,79.25
2024-08,ws-0059,ai_tokens,10.24
2026-05,ws-0042,storage,74.87
2024-05,ws-0081,storage,3.39
2026-04,ws-0075,ai_tokens,11.49
2026-05,ws-0079,egress,6.93
2024-10,ws-0016,egress,5.06
2025-01,ws-0054,ai_tokens,0.68
2026-04,ws-0037,egress,45.71
2024-04,ws-0001,storage,198.76
2024-11,ws-0127,ai_tokens,54.28
2024-01,ws-0017,compute,531.49
2026-05,ws-0015,compute,220.57
2025-05,ws-0107,compute,42.36
2026-02,ws-0060,compute,35.71
2025-01,ws-0005,egress,2.44
2026-06,ws-0040,compute,20.25
2024-10,ws-0126,egress,198.07
2026-04,ws-0109,egress,10.67
2024-06,ws-0130,compute,285.26
2025-12,ws-0104,storage,90.54
2025-03,ws-0122,storage,605.72
2026-04,ws-0112,egress,229.75
2026-06,ws-0001,egress,190.85
2025-11,ws-0108,storage,52.83
2025-07,ws-0012,compute,152.75
2024-12,ws-0055,storage,49.93
2025-12,ws-0103,compute,20.46
2026-05,ws-0011,ai_tokens,6.22
2025-12,ws-0063,egress,4.25
2024-08,ws-0057,ai_tokens,3.51
2025-05,ws-0005,compute,11.18
2024-06,ws-0107,storage,11.63
2025-05,ws-0096,ai_tokens,25.13
2024-12,ws-0066,compute,45.72
2025-11,ws-0098,compute,41.69
2025-10,ws-0098,egress,7.58
2026-06,ws-0134,storage,176.49
2024-05,ws-0053,storage,3.06
2024-07,ws-0124,egress,198.30
2024-01,ws-0103,storage,8.43
2026-03,ws-0027,compute,24.55
2025-05,ws-0015,compute,277.08
2025-05,ws-0134,compute,306.25
2025-03,ws-0068,compute,52.37
2024-09,ws-0055,ai_tokens,11.48
2025-05,ws-0031,storage,56.55
2025-06,ws-0031,egress,30.56
2024-10,ws-0123,storage,83.14
2024-10,ws-0049,compute,13.10
2025-11,ws-0107,ai_tokens,6.58
2026-02,ws-0019,egress,53.70
2025-07,ws-0005,egress,2.35
2024-10,ws-0069,egress,43.63
2025-11,ws-0088,storage,217.64
2026-02,ws-0131,egress,158.45
2024-06,ws-0082,egress,2.21
2025-06,ws-0015,ai_tokens,29.77
2025-04,ws-0066,ai_tokens,8.58
2025-09,ws-0118,storage,179.93
2026-04,ws-0085,egress,7.35
2026-01,ws-0043,storage,208.12
2024-12,ws-0044,egress,52.99
2025-12,ws-0103,ai_tokens,8.18
2026-04,ws-0072,ai_tokens,73.38
2026-05,ws-0053,egress,2.35
2025-05,ws-0096,compute,119.90
2026-04,ws-0098,storage,20.02
2025-05,ws-0062,ai_tokens,20.66
2026-05,ws-0135,compute,473.30
2025-02,ws-0033,egress,49.28
2025-05,ws-0016,compute,24.56
2026-05,ws-0106,storage,29.55
2024-04,ws-0112,compute,659.81
2025-07,ws-0132,storage,111.85
2024-01,ws-0126,storage,211.01
2024-06,ws-0125,ai_tokens,20.35
2025-09,ws-0090,compute,179.13
2025-11,ws-0050,storage,17.63
2026-03,ws-0103,compute,27.34
2025-03,ws-0061,egress,19.68
2025-01,ws-0073,egress,8.35
2025-12,ws-0013,storage,8.51
2026-04,ws-0122,storage,555.23
2025-02,ws-0043,storage,226.84
2025-10,ws-0069,compute,195.79
2024-11,ws-0124,ai_tokens,72.99
2026-03,ws-0125,compute,297.92
2024-07,ws-0066,compute,47.67
2026-05,ws-0099,egress,209.61
2026-03,ws-0085,egress,8.99
2025-06,ws-0012,egress,40.84
2024-09,ws-0012,storage,64.84
2024-10,ws-0043,storage,186.14
2025-03,ws-0118,ai_tokens,35.91
2025-12,ws-0017,ai_tokens,229.93
2026-05,ws-0035,storage,24.14
2026-04,ws-0105,compute,62.65
2024-06,ws-0053,storage,3.66
2025-08,ws-0044,ai_tokens,44.63
2025-05,ws-0120,ai_tokens,20.80
2025-11,ws-0134,egress,91.80
2025-04,ws-0080,compute,10.38
2025-06,ws-0016,ai_tokens,3.56
2026-04,ws-0112,storage,356.66
2026-04,ws-0013,storage,11.86
2026-06,ws-0084,compute,39.04
2025-03,ws-0067,ai_tokens,3.49
2025-12,ws-0107,egress,7.22
2024-11,ws-0135,storage,226.29
2024-03,ws-0041,compute,136.63
2026-04,ws-0102,compute,619.42
2025-09,ws-0070,ai_tokens,24.71
2025-05,ws-0124,egress,222.17
2024-07,ws-0082,compute,10.58
2025-10,ws-0125,storage,156.88
2026-05,ws-0097,compute,140.50
2024-12,ws-0126,ai_tokens,99.88
2025-06,ws-0043,storage,219.34
2024-06,ws-0101,storage,34.99
2024-09,ws-0038,storage,46.00
2026-01,ws-0096,storage,69.58
2026-01,ws-0074,storage,46.61
2025-02,ws-0055,compute,131.83
2025-12,ws-0029,egress,4.90
2025-08,ws-0103,compute,25.61
2025-11,ws-0120,storage,47.88
2026-06,ws-0031,ai_tokens,103.22
2024-09,ws-0069,ai_tokens,8.07
2026-02,ws-0040,compute,27.92
2025-08,ws-0077,ai_tokens,207.64
2024-06,ws-0094,ai_tokens,1.60
2026-04,ws-0018,compute,182.83
2025-02,ws-0062,storage,74.79
2024-06,ws-0062,storage,70.33
2025-12,ws-0033,storage,88.71
2025-06,ws-0038,egress,45.56
2025-08,ws-0098,compute,43.68
2025-07,ws-0104,ai_tokens,33.36
2025-10,ws-0111,compute,259.21
2026-03,ws-0068,storage,24.64
2024-09,ws-0074,compute,116.02
2026-06,ws-0005,ai_tokens,4.54
2024-05,ws-0128,compute,1424.25
2026-06,ws-0094,egress,5.11
2024-03,ws-0017,egress,101.02
2026-05,ws-0058,compute,59.05
2024-09,ws-0131,storage,340.98
2025-11,ws-0112,compute,877.51
2024-12,ws-0081,compute,10.02
2024-10,ws-0080,compute,11.50
2026-01,ws-0027,egress,5.29
2024-10,ws-0135,ai_tokens,27.43
2024-08,ws-0120,egress,24.59
2026-02,ws-0074,storage,53.31
2025-04,ws-0081,compute,9.20
2024-11,ws-0016,storage,8.01
2025-05,ws-0044,egress,66.58
2026-06,ws-0047,ai_tokens,4.46
2025-11,ws-0082,ai_tokens,1.68
2025-11,ws-0135,compute,694.57
2026-02,ws-0063,storage,8.81
2025-11,ws-0088,compute,380.95
2025-02,ws-0085,storage,15.27
2024-01,ws-0073,egress,7.18
2025-06,ws-0070,compute,75.02
2026-01,ws-0068,ai_tokens,15.41
2026-06,ws-0079,compute,28.40
2024-05,ws-0041,storage,42.60
2025-06,ws-0128,egress,245.57
2026-02,ws-0129,compute,238.18
2025-12,ws-0088,compute,533.45
2026-01,ws-0090,ai_tokens,55.86
2024-06,ws-0129,storage,73.56
2025-11,ws-0002,compute,1119.63
2025-06,ws-0044,ai_tokens,55.04
2025-01,ws-0008,storage,17.31
2024-01,ws-0101,compute,87.86
2026-01,ws-0067,egress,12.71
2024-05,ws-0104,egress,48.39
2025-07,ws-0066,compute,45.95
2025-10,ws-0074,storage,54.64
2026-05,ws-0128,storage,742.28
2024-07,ws-0034,ai_tokens,15.40
2026-04,ws-0013,ai_tokens,10.27
2026-03,ws-0122,egress,252.86
2025-08,ws-0044,compute,307.21
2025-11,ws-0048,storage,5.31
2026-03,ws-0068,egress,9.86
2026-01,ws-0066,egress,11.42
2026-02,ws-0025,compute,14.54
2024-09,ws-0107,storage,13.38
2025-02,ws-0096,ai_tokens,15.18
2024-01,ws-0058,storage,24.10
2026-04,ws-0093,storage,21.70
2025-05,ws-0068,compute,46.28
2026-04,ws-0094,compute,30.16
2024-04,ws-0044,egress,60.05
2024-05,ws-0102,storage,221.53
2026-06,ws-0053,compute,10.83
2024-06,ws-0134,storage,129.46
2026-03,ws-0078,storage,39.38
2025-06,ws-0018,ai_tokens,18.59
2025-09,ws-0059,compute,164.22
2025-06,ws-0102,compute,528.80
2025-11,ws-0104,egress,41.58
2025-10,ws-0094,ai_tokens,3.58
2025-07,ws-0084,compute,35.58
2026-01,ws-0031,compute,149.54
2024-10,ws-0035,egress,7.98
2024-09,ws-0057,ai_tokens,6.39
2025-05,ws-0133,egress,178.96
2024-03,ws-0103,storage,7.46
2025-08,ws-0031,compute,197.50
2026-04,ws-0038,storage,85.62
2025-08,ws-0035,compute,46.60
2025-04,ws-0080,egress,2.27
2026-02,ws-0124,egress,208.76
2025-03,ws-0075,compute,48.60
2025-01,ws-0075,ai_tokens,4.02
2025-05,ws-0066,egress,8.33
2025-04,ws-0049,storage,4.88
2025-09,ws-0073,storage,15.27
2024-04,ws-0062,storage,64.69
2026-03,ws-0084,storage,13.57
2024-06,ws-0103,storage,9.22
2025-09,ws-0079,ai_tokens,5.82
2025-08,ws-0096,storage,46.67
2024-11,ws-0045,storage,45.31
2026-05,ws-0065,ai_tokens,36.93
2026-03,ws-0053,egress,2.85
2026-02,ws-0025,storage,5.08
2026-04,ws-0030,egress,10.83
2024-01,ws-0132,storage,85.44
2026-05,ws-0105,storage,33.62
2025-02,ws-0068,ai_tokens,3.47
2024-08,ws-0013,storage,9.15
2024-12,ws-0069,egress,41.12
2026-04,ws-0029,compute,23.91
2025-07,ws-0123,ai_tokens,44.57
2025-05,ws-0081,egress,1.93
2024-08,ws-0135,ai_tokens,39.21
2025-01,ws-0040,ai_tokens,1.72
2025-12,ws-0060,storage,16.74
2026-05,ws-0066,compute,53.47
2024-12,ws-0045,storage,55.57
2024-11,ws-0055,compute,161.16
2026-02,ws-0016,storage,13.94
2026-04,ws-0086,ai_tokens,16.43
2025-11,ws-0094,compute,26.14
2026-05,ws-0021,compute,22.14
2025-06,ws-0129,ai_tokens,27.30
2026-03,ws-0028,ai_tokens,34.58
2024-07,ws-0045,compute,140.80
2026-04,ws-0051,compute,226.06
2025-06,ws-0117,ai_tokens,21.99
2026-02,ws-0052,egress,4.18
2024-09,ws-0107,ai_tokens,2.54
2024-01,ws-0125,storage,91.77
2025-12,ws-0123,egress,70.98
2025-02,ws-0034,egress,74.51
2024-02,ws-0035,egress,8.64
2025-11,ws-0134,storage,175.21
2025-07,ws-0066,ai_tokens,6.88
2024-07,ws-0090,ai_tokens,9.58
2024-06,ws-0013,compute,21.78
2024-10,ws-0017,egress,128.85
2026-05,ws-0047,compute,13.69
2026-06,ws-0020,storage,112.44
2025-06,ws-0062,egress,34.69
2025-02,ws-0028,ai_tokens,9.40
2025-08,ws-0134,compute,299.77
2025-04,ws-0103,ai_tokens,3.34
2026-01,ws-0081,storage,4.33
2025-12,ws-0084,compute,35.74
2024-10,ws-0084,compute,29.16
2025-08,ws-0002,compute,1187.69
2024-02,ws-0124,egress,231.39
2025-04,ws-0015,storage,105.52
2024-04,ws-0075,compute,45.59
2025-12,ws-0086,ai_tokens,12.80
2024-09,ws-0117,ai_tokens,10.02
2025-09,ws-0101,storage,39.51
2026-05,ws-0012,storage,70.33
2026-06,ws-0024,ai_tokens,156.23
2026-02,ws-0065,ai_tokens,57.02
2026-04,ws-0111,compute,278.85
2024-01,ws-0013,storage,8.68
2025-12,ws-0053,ai_tokens,3.92
2024-06,ws-0013,egress,5.27
2024-04,ws-0059,storage,55.13
2026-04,ws-0079,egress,6.74
2025-12,ws-0112,egress,197.23
2025-08,ws-0127,storage,265.64
2024-09,ws-0074,egress,22.49
2024-12,ws-0059,ai_tokens,15.18
2024-07,ws-0026,compute,12.38
2026-05,ws-0061,compute,94.05
2026-05,ws-0119,storage,16.12
2025-05,ws-0084,ai_tokens,6.77
2024-01,ws-0133,storage,286.85
2026-06,ws-0023,compute,59.91
2025-06,ws-0094,compute,25.63
2025-11,ws-0096,egress,29.86
2025-07,ws-0102,ai_tokens,139.52
2024-07,ws-0126,compute,688.10
2025-08,ws-0074,egress,22.80
2026-03,ws-0034,egress,121.37
2026-06,ws-0015,egress,66.37
2025-11,ws-0126,ai_tokens,293.77
2025-06,ws-0012,ai_tokens,18.54
2025-05,ws-0035,ai_tokens,4.87
2024-09,ws-0133,compute,1121.26
2025-09,ws-0067,compute,48.36
2024-01,ws-0080,compute,9.28
2025-09,ws-0135,compute,585.13
2024-08,ws-0073,egress,6.57
2026-05,ws-0034,egress,121.75
2024-06,ws-0122,ai_tokens,91.46
2026-06,ws-0109,compute,39.81
2024-07,ws-0005,egress,1.74
2025-01,ws-0073,ai_tokens,3.64
2025-06,ws-0026,compute,16.80
2026-05,ws-0001,egress,158.24
2024-06,ws-0012,storage,47.72
2024-12,ws-0124,compute,1218.02
2026-06,ws-0074,compute,130.18
2024-09,ws-0112,egress,159.53
2024-04,ws-0132,storage,106.73
2024-06,ws-0127,compute,573.15
2026-01,ws-0132,ai_tokens,106.80
2024-07,ws-0049,egress,2.63
2025-07,ws-0077,storage,396.37
2026-03,ws-0060,compute,42.60
2025-04,ws-0118,compute,408.65
2025-04,ws-0120,storage,54.91
2026-06,ws-0131,storage,323.13
2026-06,ws-0062,ai_tokens,84.41
2026-05,ws-0076,compute,86.88
2025-10,ws-0051,ai_tokens,60.43
2025-10,ws-0108,storage,54.48
2026-04,ws-0020,storage,103.38
2026-04,ws-0034,egress,81.55
2026-01,ws-0029,storage,8.14
2025-12,ws-0013,egress,5.82
2026-05,ws-0039,compute,71.20
2025-09,ws-0048,egress,2.71
2026-06,ws-0050,egress,9.11
2025-12,ws-0001,storage,359.30
2025-12,ws-0057,storage,30.37
2025-06,ws-0125,egress,61.65
2024-10,ws-0047,compute,13.43
2025-11,ws-0007,ai_tokens,210.47
2025-05,ws-0104,compute,232.16
2025-01,ws-0118,storage,153.50
2026-05,ws-0020,egress,61.25
2026-06,ws-0120,compute,153.31
2025-09,ws-0032,ai_tokens,2.83
2024-12,ws-0015,storage,77.58
2026-01,ws-0135,storage,256.05
2025-10,ws-0099,compute,1018.36
2024-02,ws-0058,egress,14.09
2026-01,ws-0122,egress,257.40
2026-05,ws-0064,egress,103.49
2025-10,ws-0041,ai_tokens,19.20
2025-07,ws-0017,ai_tokens,97.14
2025-01,ws-0086,egress,6.92
2025-11,ws-0098,egress,9.95
2026-04,ws-0097,storage,87.51
2026-06,ws-0090,storage,83.99
2024-01,ws-0117,egress,21.49
2026-02,ws-0038,egress,33.13
2025-08,ws-0076,egress,15.78
2025-01,ws-0049,compute,13.73
2026-05,ws-0020,ai_tokens,62.61
2025-09,ws-0060,ai_tokens,5.03
2024-01,ws-0084,compute,40.65
2025-03,ws-0125,egress,74.35
2026-01,ws-0007,egress,274.58
2025-12,ws-0102,storage,302.43
2026-02,ws-0127,storage,261.30
2025-05,ws-0058,egress,11.79
2026-04,ws-0107,ai_tokens,10.53
2025-04,ws-0041,egress,28.98
2026-03,ws-0057,compute,77.28
2026-03,ws-0083,ai_tokens,3.36
2026-01,ws-0039,egress,18.30
2025-09,ws-0086,storage,12.72
2025-07,ws-0049,ai_tokens,2.42
2025-09,ws-0134,ai_tokens,78.48
2026-02,ws-0017,storage,245.49
2025-08,ws-0047,ai_tokens,2.45
2024-08,ws-0061,ai_tokens,3.05
2026-05,ws-0085,compute,42.21
2026-05,ws-0049,ai_tokens,3.37
2025-07,ws-0012,egress,38.98
2024-03,ws-0120,storage,48.10
2025-10,ws-0062,egress,46.66
2025-07,ws-0079,compute,24.54
2024-10,ws-0013,egress,6.29
2026-02,ws-0041,ai_tokens,39.64
2025-11,ws-0051,egress,57.06
2024-09,ws-0044,storage,108.45
2024-06,ws-0132,egress,70.46
2025-01,ws-0118,ai_tokens,45.23
2024-01,ws-0130,storage,93.13
2025-05,ws-0058,compute,62.44
2024-12,ws-0013,compute,26.09
2025-01,ws-0044,egress,70.59
2025-10,ws-0120,storage,63.09
2024-07,ws-0034,storage,115.04
2026-06,ws-0111,compute,283.09
2024-04,ws-0085,compute,40.24
2024-12,ws-0134,egress,71.26
2025-01,ws-0118,compute,401.36
2026-06,ws-0059,ai_tokens,51.41
2025-11,ws-0045,egress,32.50
2026-04,ws-0116,ai_tokens,410.89
2025-11,ws-0094,storage,12.83
2025-05,ws-0126,egress,200.20
2025-07,ws-0118,storage,129.94
2024-05,ws-0038,egress,39.91
2026-04,ws-0058,ai_tokens,26.49
2025-07,ws-0038,ai_tokens,32.78
2025-04,ws-0054,egress,2.26
2025-03,ws-0026,egress,3.88
2025-12,ws-0052,compute,17.50
2025-10,ws-0079,ai_tokens,5.94
2024-06,ws-0126,compute,996.96
2026-01,ws-0072,egress,52.75
2024-03,ws-0026,storage,5.82
2025-12,ws-0047,compute,12.76
2026-03,ws-0048,ai_tokens,4.04
2025-05,ws-0026,compute,16.38
2024-04,ws-0127,egress,130.18
2024-01,ws-0048,storage,3.49
2025-12,ws-0080,ai_tokens,2.22
2024-04,ws-0072,egress,48.70
2025-06,ws-0034,egress,98.45
2025-06,ws-0086,egress,8.37
2026-02,ws-0118,egress,96.42
2026-04,ws-0055,ai_tokens,41.66
2026-06,ws-0091,egress,10.27
2026-03,ws-0094,storage,11.43
2024-09,ws-0096,storage,52.53
2026-05,ws-0127,storage,301.26
2026-05,ws-0036,compute,21.13
2024-08,ws-0074,ai_tokens,4.49
2025-03,ws-0072,storage,61.80
2026-02,ws-0067,ai_tokens,9.89
2025-10,ws-0094,storage,12.50
2025-09,ws-0049,compute,13.07
2024-11,ws-0068,ai_tokens,2.79
2025-07,ws-0084,egress,8.63
2024-11,ws-0029,ai_tokens,1.54
2026-03,ws-0001,ai_tokens,210.37
2024-03,ws-0058,storage,18.91
2025-08,ws-0102,storage,239.18
2025-06,ws-0124,egress,260.88
2024-12,ws-0117,ai_tokens,12.44
2025-04,ws-0040,compute,25.21
2026-03,ws-0100,storage,15.80
2025-10,ws-0050,storage,16.99
2025-12,ws-0074,storage,38.33
2025-10,ws-0001,storage,317.37
2024-06,ws-0073,compute,30.46
2024-06,ws-0129,egress,64.78
2024-10,ws-0017,compute,629.57
2024-03,ws-0015,compute,214.17
2024-10,ws-0112,egress,137.34
2024-11,ws-0067,storage,13.93
2024-11,ws-0130,ai_tokens,29.84
2024-12,ws-0133,storage,279.56
2024-07,ws-0074,egress,27.90
2024-08,ws-0112,compute,653.04
2025-11,ws-0038,storage,83.06
2025-03,ws-0090,egress,39.24
2025-03,ws-0002,ai_tokens,78.80
2024-08,ws-0133,ai_tokens,37.16
2024-01,ws-0057,storage,18.95
2024-02,ws-0132,egress,56.71
2025-10,ws-0098,ai_tokens,5.71
2025-04,ws-0090,egress,27.90
2026-02,ws-0018,egress,43.12
2026-02,ws-0090,storage,57.26
2025-04,ws-0122,egress,245.13
2025-04,ws-0038,egress,43.70
2026-06,ws-0134,egress,89.98
2026-05,ws-0054,ai_tokens,5.28
2026-02,ws-0051,ai_tokens,89.51
2024-07,ws-0135,egress,122.78
2026-01,ws-0030,egress,10.06
2026-06,ws-0079,storage,13.95
2024-06,ws-0067,compute,36.59
2025-06,ws-0118,ai_tokens,65.68
2025-11,ws-0128,storage,645.58
2024-07,ws-0081,egress,2.14
2026-03,ws-0072,storage,102.87
2025-07,ws-0026,egress,4.26
2025-02,ws-0028,compute,118.71
2024-08,ws-0122,storage,451.61
2025-12,ws-0055,egress,38.69
2024-12,ws-0129,ai_tokens,14.90
2024-07,ws-0130,egress,92.55
2025-02,ws-0122,compute,1203.48
2025-12,ws-0030,storage,15.89
2025-09,ws-0061,ai_tokens,13.59
2026-06,ws-0025,ai_tokens,7.45
2025-03,ws-0028,compute,96.24
2026-01,ws-0094,storage,11.93
2026-01,ws-0069,ai_tokens,55.16
2024-08,ws-0104,egress,40.82
2026-02,ws-0043,egress,121.42
2024-03,ws-0049,egress,2.61
2025-09,ws-0008,ai_tokens,8.24
2026-02,ws-0008,compute,33.25
2024-03,ws-0104,compute,170.61
